EmployeeID,EmployeeName,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,HourlyRate,DailyRate,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,BusinessTravel,MaritalStatus,DistanceFromHome,OverTime,PercentSalaryHike,TrainingTimesLastYear,StockOptionLevel,JobInvolvement,Attrition,JoiningDate,Attrition_Flag,Age_Group,Income_Band,Tenure_Group,Avg_Satisfaction,High_Risk,Joining_Year,Joining_Month
EMP6230,Barbara Thomas,35.0,Female,IT,HR Representative,Marketing,3,3236.0,50,184,6.0,0,6,1.0,3,2.0,1,3.0,3.0,1,Travel_Frequently,Single,7,YES,20,0,3,3,No,2021-09-22,0.0,26-35,Medium,4–7 yrs,2.0,0,2021,9
EMP4274,William Smith,58.0,Female,Marketing,Sales Executive,Marketing,5,6467.0,42,293,20.0,11,3,1.0,4,4.0,3,2.0,4.0,2,Travel_Rarely,Single,1,No,22,2,1,2,No,2018-07-23,0.0,46-60,High,15+ yrs,3.0,0,2018,7
EMP4032,Betty Smith,49.0,FEMALE,SALES,Operations Lead,Other,3,7022.0,99,1328,31.0,4,13,31.0,7,4.0,3,4.0,3.0,2,Travel_Frequently,Single,12,Yes,11,1,1,2,No,2016-01-01,0.0,46-60,High,15+ yrs,3.6666666666666665,0,2016,1
EMP8679,Betty Allen,41.0,male,HR,Financial Analyst,Human Resources,4,12146.0,65,807,18.0,2,17,21.0,6,4.0,2,2.0,3.0,1,Non-Travel,Married,16,0,19,6,2,3,No,2017-08-22,0.0,36-45,Very High,15+ yrs,2.6666666666666665,0,2017,8
EMP5032,Jessica Brown,52.0,Female,Sales,Laboratory Technician,Medical,4,2562.0,90,1276,28.0,8,15,40.0,9,2.0,3,4.0,4.0,3,Travel_Frequently,Divorced,15,1,18,2,2,1,Yes,2023-01-05,1.0,46-60,Low,15+ yrs,3.0,0,2023,1
EMP1603,David Young,41.0,Male,Human resources,Sales Executive,Technical Degree,2,1717.0,86,340,13.0,14,0,32.0,5,2.0,2,1.0,3.0,3,Non-Travel,Single,25,No,24,1,1,2,Yes,2022-09-13,1.0,36-45,Low,8–15 yrs,1.6666666666666667,0,2022,9
EMP6478,Jennifer Allen,52.0,M,Research & Development,Sales Executive,Life Sciences,3,9593.0,100,1308,26.0,12,14,40.0,7,4.0,1,2.0,4.0,3,Non-Travel,Divorced,25,No,21,4,3,3,No,2013-12-16,0.0,46-60,High,15+ yrs,2.3333333333333335,0,2013,12
EMP8520,Christopher Harris,49.0,Female,Sales,Manager,Marketing,3,13562.0,73,276,35.0,14,17,31.0,1,1.0,4,2.0,3.0,3,Travel_Frequently,Single,13,Yes,11,0,0,4,Yes,2012-02-22,1.0,46-60,Very High,15+ yrs,2.3333333333333335,0,2012,2
EMP2535,Mary Miller,26.0,Male,Marketing,Manager,Other,4,9694.0,52,1363,14.0,5,12,10.0,5,1.0,2,1.0,3.0,1,Travel_Frequently,Single,19,YES,24,2,1,2,No,2017-02-16,0.0,26-35,High,8–15 yrs,1.3333333333333333,0,2017,2
EMP3334,Karen Johnson,42.0,male,IT,HR Representative,Medical,2,7325.0,96,1328,12.0,0,10,26.0,6,4.0,1,4.0,3.0,3,Travel_Frequently,Married,7,No,19,3,1,2,Yes,2020-12-03,1.0,36-45,High,8–15 yrs,3.0,0,2020,12
EMP5375,Christopher Williams,59.0,Male,IT,Operations Lead,Human Resources,1,19833.0,56,453,23.0,7,5,7.0,1,1.0,3,2.0,3.0,2,Non-Travel,Divorced,23,Yes,12,6,3,3,No,2010-04-17,0.0,46-60,Very High,15+ yrs,2.0,0,2010,4
EMP4261,Michael Anderson,31.0,Female,Research & Development,Software Engineer,Marketing,2,11772.0,64,147,5.0,5,2,19.0,1,4.0,4,3.0,3.0,2,Travel_Frequently,Divorced,5,No,20,3,0,1,No,2020-07-28,0.0,26-35,Very High,4–7 yrs,3.6666666666666665,0,2020,7
EMP7323,Daniel Moore,55.0,Female,Sales,Software Engineer,Other,3,2525.0,68,1283,13.0,0,6,5.0,3,2.0,2,1.0,3.0,3,Travel_Rarely,Married,28,Y,13,0,3,1,No,2013-08-13,0.0,46-60,Low,8–15 yrs,1.6666666666666667,0,2013,8
EMP5364,James Jones,21.0,Male,human resources,Marketing Specialist,Other,2,19181.0,93,613,15.0,5,3,7.0,0,2.0,1,2.0,4.0,2,Travel_Frequently,divorced,8,Yes,14,1,1,4,Yes,2013-05-15,1.0,18-25,Very High,8–15 yrs,1.6666666666666667,0,2013,5
EMP2731,Joseph Jackson,57.0,Male,Human Resources,Financial Analyst,Medical,4,2007.0,32,1031,21.0,5,14,17.0,1,3.0,2,2.0,3.0,3,Travel_Frequently,MARRIED,21,No,12,2,2,1,No,2021-02-06,0.0,46-60,Low,15+ yrs,2.3333333333333335,0,2021,2
EMP6589,Michael Jackson,44.0,Female,Research & Development ,HR Representative,Life Sciences,4,3144.0,45,289,15.0,5,11,27.0,5,4.0,1,3.0,3.0,1,Travel_Frequently,Single,22,No,23,3,3,4,No,2014-12-25,0.0,36-45,Medium,8–15 yrs,2.6666666666666665,0,2014,12
EMP2921,Richard Jackson,44.0,Male,Human Resources,Manager,Technical Degree,5,19674.0,74,1183,7.0,0,7,37.0,9,2.0,4,2.0,3.0,3,Non-Travel,Divorced,13,No,25,6,2,4,No,2019-03-04,0.0,36-45,Very High,4–7 yrs,2.6666666666666665,0,2019,3
EMP6071,Daniel Martin,37.0,FEMALE,R&D,Operations Lead,Human Resources,2,4319.0,49,1321,13.0,12,11,25.0,2,3.0,4,2.0,3.0,3,Travel_Rarely,Single,8,No,21,1,3,3,No,2021-09-26,0.0,36-45,Medium,8–15 yrs,3.0,0,2021,9
EMP2528,Nancy Martin,48.0,fEmale,Marketing,HR Representative,Marketing,2,17366.0,42,678,27.0,0,9,14.0,9,2.0,2,1.0,3.0,2,Travel_Rarely,Single,9,yes,20,2,1,2,Yes,2014-11-07,1.0,46-60,Very High,15+ yrs,1.6666666666666667,0,2014,11
EMP8975,James Brown,27.0,Female,Operations,Director,Technical Degree,4,18570.0,77,624,33.0,15,7,24.0,4,1.0,1,1.0,3.0,2,Travel_Rarely,divorced,14,No,14,5,1,3,No,2018-02-02,0.0,26-35,Very High,15+ yrs,1.0,0,2018,2
EMP4678,William Wilson,56.0,Male,Sales,Operations Lead,Human Resources,5,13006.0,58,753,3.0,0,3,38.0,2,4.0,3,4.0,3.0,1,Non-Travel,Married,14,No,22,2,1,3,No,2018-04-15,0.0,46-60,Very High,1–3 yrs,3.6666666666666665,0,2018,4
EMP3971,Anthony Smith,21.0,mAle,Sales,Operations Lead,Medical,1,12643.0,90,446,9.0,10,3,34.0,3,1.0,3,4.0,3.0,3,Non-Travel,Divorced,6,Yes,20,0,1,1,No,2022-05-22,0.0,18-25,Very High,8–15 yrs,2.6666666666666665,0,2022,5
EMP6927,Karen Taylor,19.0,Male,Operations,Financial Analyst,Marketing,5,14150.0,38,1099,22.0,17,12,28.0,6,3.0,1,2.0,3.0,4,Travel_Frequently,Divorced,9,Yes,11,3,0,2,No,2019-03-03,0.0,18-25,Very High,15+ yrs,2.0,0,2019,3
EMP7875,Susan Young,39.0,male,Research & Development,HR Representative,Marketing,1,10077.0,59,361,16.0,7,7,27.0,1,2.0,1,4.0,3.0,2,Travel_Frequently,Divorced,21,Yes,18,0,0,4,No,2024-06-11,0.0,36-45,Very High,15+ yrs,2.3333333333333335,0,2024,6
EMP3855,David Young,49.0,Male,H.R,Software Engineer,Medical,1,12872.0,86,1393,4.0,3,4,9.0,9,4.0,4,2.0,3.0,4,Travel_Rarely,SINGLE,16,No,25,4,1,1,No,2023-02-04,0.0,46-60,Very High,4–7 yrs,3.3333333333333335,0,2023,2
EMP4782,Jessica Martin,40.0,f,IT,Marketing Specialist,Life Sciences,1,3033.0,83,235,5.0,6,5,36.0,4,3.0,1,4.0,3.0,1,Travel_Rarely,Married,14,Yes,13,2,0,1,No,2020-11-12,0.0,36-45,Medium,4–7 yrs,2.6666666666666665,0,2020,11
EMP8795,Mary Davis,40.0,Male,Operations,Laboratory Technician,Life Sciences,1,12901.0,71,885,23.0,18,3,30.0,5,3.0,1,3.0,3.0,2,Travel_Frequently,Divorced,29,Yes,21,6,2,1,No,2017-02-06,0.0,36-45,Very High,15+ yrs,2.3333333333333335,0,2017,2
EMP3535,John Garcia,49.0,Female,Finance ,Software Engineer,Medical,4,6733.0,55,939,29.0,15,14,10.0,2,3.0,1,4.0,3.0,4,Travel_Frequently,Single,1,NO,19,3,2,4,No,2015-09-25,0.0,46-60,High,15+ yrs,2.6666666666666665,0,2015,9
EMP6242,Christopher Harris,41.0,M,H.R,Sales Executive,Marketing,1,1679.0,70,639,13.0,0,9,4.0,4,4.0,3,2.0,3.0,1,Travel_Frequently,Divorced,26,No,18,6,2,3,No,2012-03-23,0.0,36-45,Low,8–15 yrs,3.0,0,2012,3
EMP3852,Ashley Allen,53.0,Female,Marketing,Manager,Life Sciences,1,18660.0,83,254,33.0,12,8,32.0,9,1.0,2,2.0,3.0,2,Travel_Frequently,Married,19,NO,14,2,0,3,No,2011-10-25,0.0,46-60,Very High,15+ yrs,1.6666666666666667,0,2011,10
EMP5885,Lisa Jones,32.0,F,Marketing,Laboratory Technician,Marketing,2,2877.0,81,924,15.0,7,2,6.0,4,3.0,3,2.0,3.0,2,Travel_Rarely,Married,27,yes,14,0,3,2,No,2014-01-28,0.0,26-35,Low,8–15 yrs,2.6666666666666665,0,2014,1
EMP3905,Anthony Jackson,27.0,Male,Operations,Research Scientist,Technical Degree,4,12959.0,82,128,1.0,2,0,28.0,9,3.0,3,4.0,3.0,1,Travel_Rarely,Married,15,Yes,11,4,1,1,Yes,2012-03-18,1.0,26-35,Very High,<1 yr,3.3333333333333335,0,2012,3
EMP5048,  Lisa Thomas   ,34.0,M,IT,Sales Executive,Technical Degree,3,19377.0,37,1359,3.0,1,0,26.0,6,3.0,2,4.0,3.0,4,Travel_Rarely,Single,29,yes,19,3,1,1,No,2022-08-18,0.0,26-35,Very High,1–3 yrs,3.0,0,2022,8
EMP7408,  William Thomas   ,52.0,Female,Human resources,Manager,Marketing,2,17530.0,100,913,25.0,15,5,21.0,4,4.0,4,4.0,3.0,2,Travel_Frequently,Single,25,No,22,4,3,4,No,2023-11-20,0.0,46-60,Very High,15+ yrs,4.0,0,2023,11
EMP2981,Thomas Thompson,41.0,Male,Human Resources,Laboratory Technician,Marketing,3,4407.0,33,938,12.0,1,3,11.0,0,2.0,2,1.0,3.0,3,Travel_Frequently,Divorced,19,Yes,20,6,2,4,No,2024-01-25,0.0,36-45,Medium,8–15 yrs,1.6666666666666667,0,2024,1
EMP3386,David White,26.0,Female,sales,Operations Lead,Medical,4,16077.0,98,277,14.0,8,1,19.0,9,3.0,3,3.0,3.0,4,Non-Travel,divorced,18,Yes,11,5,2,3,No,2022-05-26,0.0,26-35,Very High,8–15 yrs,3.0,0,2022,5
EMP8884,Sarah Allen,33.0,Male,Finance,Laboratory Technician,Life Sciences,3,18082.0,48,202,31.0,6,16,24.0,8,3.0,1,1.0,3.0,1,Travel_Frequently,Single,14,Y,17,4,2,2,No,2022-09-14,0.0,26-35,Very High,15+ yrs,1.6666666666666667,0,2022,9
EMP8984,Thomas Thomas,30.0,Male,IT,HR Representative,Marketing,5,5228.0,94,881,30.0,18,1,1.0,1,3.0,1,4.0,3.0,1,Travel_Rarely,Married,4,Yes,23,5,2,3,No,2013-03-01,0.0,26-35,Medium,15+ yrs,2.6666666666666665,0,2013,3
EMP1432,Charles Allen,31.0,Male,research and development,Laboratory Technician,Marketing,1,3983.0,43,303,12.0,10,8,14.0,9,4.0,1,2.0,3.0,1,Travel_Rarely,divorced,2,Yes,11,6,0,4,No,2021-08-07,0.0,26-35,Medium,8–15 yrs,2.3333333333333335,0,2021,8
EMP3424,  Karen Jackson   ,52.0,Female,Operations,Operations Lead,Other,1,8011.0,48,1021,2.0,1,2,24.0,7,1.0,1,4.0,3.0,4,Travel_Rarely,MARRIED,16,1,18,6,3,1,No,2022-12-16,0.0,46-60,High,1–3 yrs,2.0,0,2022,12
EMP1953,Jennifer Taylor,27.0,Female,Operations,Marketing Specialist,Technical Degree,5,18133.0,39,967,22.0,16,14,34.0,1,2.0,2,1.0,3.0,2,Travel_Rarely,Single,16,Yes,21,4,1,3,No,2016-04-21,0.0,26-35,Very High,15+ yrs,1.6666666666666667,0,2016,4
EMP3057,William Thomas,32.0,Female,Operations,Research Scientist,Marketing,4,5689.0,42,204,11.0,0,0,22.0,5,3.0,4,4.0,3.0,1,Travel_Rarely,Divorced,16,No,11,5,2,3,Yes,2016-02-06,1.0,26-35,Medium,8–15 yrs,3.6666666666666665,0,2016,2
EMP3366,John Jackson,47.0,Male,sales,Sales Executive,Human Resources,5,8806.0,91,348,3.0,2,4,14.0,5,2.0,3,2.0,3.0,4,Travel_Rarely,Married,12,Yes,16,5,0,3,No,2023-09-27,0.0,46-60,High,1–3 yrs,2.3333333333333335,0,2023,9
EMP1737,Anthony Anderson,37.0,Male,Finance,Operations Lead,Other,4,15022.0,55,444,9.0,8,9,16.0,3,3.0,2,2.0,3.0,4,Travel_Rarely,Divorced,18,No,13,6,0,4,Yes,2011-01-07,1.0,36-45,Very High,8–15 yrs,2.3333333333333335,0,2011,1
EMP6299,Betty Anderson,33.0,Male,Marketing,Manager,Other,2,3734.0,54,552,20.0,9,12,32.0,9,2.0,4,2.0,3.0,2,Travel_Rarely,Single,28,No,19,3,3,4,No,2019-08-24,0.0,26-35,Medium,15+ yrs,2.6666666666666665,0,2019,8
EMP3785,Patricia Moore,49.0,f,Sales,Research Scientist,Medical,1,11728.0,35,836,8.0,4,0,15.0,7,3.0,4,4.0,3.0,4,Travel_Rarely,Single,23,N,13,2,1,3,No,2020-12-14,0.0,46-60,Very High,8–15 yrs,3.6666666666666665,0,2020,12
EMP6668,Anthony Thompson,46.0,Female,Operations,HR Representative,Life Sciences,3,10815.0,66,633,1.0,1,0,32.0,4,3.0,3,4.0,3.0,3,Travel_Frequently,Single,20,Yes,23,2,1,2,No,2010-07-03,0.0,46-60,Very High,<1 yr,3.3333333333333335,0,2010,7
EMP4640,Sandra Thomas,35.0,Male,Sales,Sales Executive,Life Sciences,4,13551.0,86,389,31.0,15,3,16.0,7,4.0,3,3.0,3.0,2,Travel_Rarely,Single,13,No,14,3,3,1,Yes,2014-05-05,1.0,26-35,Very High,15+ yrs,3.3333333333333335,0,2014,5
EMP3556,Nancy Martin,29.0,FEMALE,Sales,HR Representative,Marketing,4,11627.0,50,1195,14.0,7,12,8.0,8,1.0,1,3.0,3.0,4,Travel_Frequently,DIVORCED,5,N,23,3,2,4,Yes,2018-10-14,1.0,26-35,Very High,8–15 yrs,1.6666666666666667,0,2018,10
EMP1932,Joseph Brown,46.0,Male,Human resources,Research Scientist,Other,4,18727.0,59,1289,19.0,0,15,34.0,9,2.0,3,1.0,3.0,1,Travel_Rarely,Divorced,13,Yes,18,5,3,4,No,2024-05-25,0.0,46-60,Very High,15+ yrs,2.0,0,2024,5
EMP2649,David Wilson??,53.0,Male,IT,Manager,Human Resources,2,12718.0,98,555,9.0,3,3,0.0,2,4.0,2,2.0,3.0,3,Travel_Rarely,Married,6,No,11,1,3,3,No,2021-06-11,0.0,46-60,Very High,8–15 yrs,2.6666666666666665,0,2021,6
EMP1067,Joseph White,42.0,Male,Human Resources,Operations Lead,Life Sciences,2,3913.0,38,1326,9.0,5,5,39.0,5,1.0,3,1.0,3.0,2,Travel_Rarely,Single,2,No,25,5,3,2,No,2019-12-28,0.0,36-45,Medium,8–15 yrs,1.6666666666666667,0,2019,12
EMP2349,Mary White,33.0,m,Research & Development,Marketing Specialist,Other,5,10640.0,55,621,16.0,5,14,17.0,3,1.0,3,2.0,3.0,2,Non-Travel,Divorced,25,N,18,5,2,1,No,2015-02-03,0.0,26-35,Very High,15+ yrs,2.0,0,2015,2
EMP8636,David Jones,34.0,Male,Research & Development ,HR Representative,Marketing,2,11926.0,32,457,16.0,11,2,21.0,9,1.0,3,4.0,3.0,4,Travel_Frequently,Divorced,18,No,18,1,3,1,No,2012-11-13,0.0,26-35,Very High,15+ yrs,2.6666666666666665,0,2012,11
EMP2252,Robert Smith,51.0,Male,Marketing,Financial Analyst,Technical Degree,2,8208.0,85,352,35.0,8,11,4.0,1,4.0,3,4.0,3.0,3,Travel_Frequently,Single,21,Yes,18,2,3,3,No,2023-12-02,0.0,46-60,High,15+ yrs,3.6666666666666665,0,2023,12
EMP1243,Patricia Young,31.0,Male,Research & Development,Laboratory Technician,Human Resources,3,19937.0,84,1228,34.0,7,2,8.0,7,4.0,2,4.0,3.0,1,Non-Travel,Single,29,Yes,17,2,1,2,No,2010-02-06,0.0,26-35,Very High,15+ yrs,3.3333333333333335,0,2010,2
EMP5174,John Martin,56.0,Female,Marketing,Laboratory Technician,Technical Degree,3,13773.0,38,1194,26.0,13,16,6.0,3,4.0,1,4.0,3.0,3,Non-Travel,single,24,No,11,4,1,1,Yes,2016-10-01,1.0,46-60,Very High,15+ yrs,3.0,0,2016,10
EMP3432,Barbara Williams,42.0,Male,Finance,Manager,Other,2,2875.0,49,353,0.0,0,1,5.0,5,1.0,4,4.0,3.0,2,Non-Travel,Single,25,Y,20,1,2,2,No,2016-10-09,0.0,36-45,Low,<1 yr,3.0,0,2016,10
EMP4031,Michael Brown,40.0,Male,Sales ,Laboratory Technician,Marketing,5,8850.0,74,730,19.0,18,13,13.0,0,4.0,2,1.0,4.0,1,Travel_Rarely,single,19,Yes,11,3,0,4,No,2014-05-11,0.0,36-45,High,15+ yrs,2.3333333333333335,0,2014,5
EMP6973,Jennifer Young,18.0,Male,Sales ,Operations Lead,Human Resources,1,9403.0,79,718,14.0,12,12,18.0,4,4.0,1,1.0,3.0,2,Non-Travel,single,19,no,23,5,2,2,No,2024-07-19,0.0,18-25,High,8–15 yrs,2.0,0,2024,7
EMP4818,Barbara Thomas,39.0,Male,IT,Operations Lead,Technical Degree,4,16018.0,99,1302,24.0,10,6,39.0,0,1.0,3,3.0,3.0,4,Travel_Rarely,Divorced,12,no,20,4,0,4,No,2017-11-15,0.0,36-45,Very High,15+ yrs,2.3333333333333335,0,2017,11
EMP8014,Daniel Johnson,54.0,FEMALE,Human Resources,Software Engineer,Technical Degree,5,3228.0,84,585,11.0,11,8,31.0,9,3.0,1,1.0,3.0,2,Non-Travel,Married,28,Y,16,1,0,4,Yes,2016-10-09,1.0,46-60,Medium,8–15 yrs,1.6666666666666667,0,2016,10
EMP8738,  Patricia Taylor   @,26.0,Male,Research & Development,Research Scientist,Human Resources,2,3907.0,68,1067,25.0,12,11,30.0,2,3.0,3,1.0,3.0,2,Travel_Rarely,Divorced,11,Yes,17,3,0,1,No,2018-06-28,0.0,26-35,Medium,15+ yrs,2.3333333333333335,0,2018,6
EMP3567,Christopher Davis,40.0,Male,Human Resources,HR Representative,Other,1,11227.0,57,1300,25.0,7,6,7.0,8,1.0,4,3.0,3.0,4,Travel_Rarely,Divorced,18,No,14,2,1,4,No,2019-03-10,0.0,36-45,Very High,15+ yrs,2.6666666666666665,0,2019,3
EMP3518,David Thompson,32.0,Female,R&D,Research Scientist,Marketing,2,15532.0,79,497,6.0,3,0,38.0,7,3.0,2,1.0,3.0,3,Non-Travel,Married,13,yes,14,2,2,3,No,2011-04-22,0.0,26-35,Very High,4–7 yrs,2.0,0,2011,4
EMP1699,Anthony Moore,52.0,FEMALE,Marketing,Sales Executive,Marketing,4,5377.0,68,202,19.0,1,12,35.0,6,4.0,2,1.0,3.0,4,Non-Travel,Divorced,18,Yes,15,0,0,4,No,2014-07-20,0.0,46-60,Medium,15+ yrs,2.3333333333333335,0,2014,7
EMP8055,Betty Davis,18.0,f,Research & Development,Director,Human Resources,4,2659.0,69,1354,31.0,0,1,21.0,4,1.0,1,4.0,3.0,1,Non-Travel,Married,7,No,15,3,0,4,No,2016-08-03,0.0,18-25,Low,15+ yrs,2.0,0,2016,8
EMP7396,Sandra Brown,27.0,Male,Marketing,Research Scientist,Other,3,9122.0,74,427,30.0,13,11,23.0,8,3.0,3,2.0,3.0,1,Travel_Frequently,Married,2,No,16,2,0,2,Yes,2020-10-04,1.0,26-35,High,15+ yrs,2.6666666666666665,0,2020,10
EMP7294,Charles Young,40.0,Male,sales dept,Director,Marketing,1,17467.0,36,998,23.0,5,9,5.0,8,2.0,1,3.0,4.0,3,Travel_Frequently,Divorced,28,NO,21,5,1,3,No,2011-08-03,0.0,36-45,Very High,15+ yrs,2.0,0,2011,8
EMP3264,Margaret Jones,60.0,Male,H.R,Sales Executive,Marketing,5,7168.0,88,1087,11.0,4,1,26.0,6,3.0,1,1.0,3.0,1,Travel_Frequently,divorced,2,No,18,3,2,3,Yes,2014-11-07,1.0,46-60,High,8–15 yrs,1.6666666666666667,0,2014,11
EMP8365,Jennifer Martin,58.0,Female,Human Resources,Marketing Specialist,Life Sciences,1,6426.0,94,306,15.0,0,7,2.0,0,4.0,4,2.0,3.0,2,Non-Travel,Married,13,No,25,4,0,1,No,2018-10-11,0.0,46-60,High,8–15 yrs,3.3333333333333335,0,2018,10
EMP8982,Robert Allen,29.0,Male,IT dept,Software Engineer,Other,2,8686.0,92,433,34.0,17,16,40.0,6,1.0,4,4.0,3.0,4,Travel_Rarely,SINGLE,24,Yes,25,6,2,1,No,2010-08-16,0.0,26-35,High,15+ yrs,3.0,0,2010,8
EMP5322,John Harris,42.0,female,Research & Development,Research Scientist,Medical,5,11549.0,70,527,10.0,0,4,5.0,0,3.0,2,2.0,3.0,4,Travel_Rarely,Divorced,13,Yes ,25,6,0,2,No,2016-03-16,0.0,36-45,Very High,8–15 yrs,2.3333333333333335,0,2016,3
EMP3265,Richard Brown,42.0,Male,sales,Manager,Marketing,4,4708.0,31,144,11.0,1,1,12.0,3,4.0,3,4.0,4.0,4,Non-Travel,Single,7,Yes,21,6,0,1,No,2010-09-18,0.0,36-45,Medium,8–15 yrs,3.6666666666666665,0,2010,9
EMP5235,John Martin,21.0,Female,IT,HR Representative,Technical Degree,4,11436.0,56,328,32.0,10,4,24.0,5,2.0,3,3.0,3.0,3,Travel_Rarely,Divorced,5,Yes,13,2,0,3,Yes,2022-09-12,1.0,18-25,Very High,15+ yrs,2.6666666666666665,0,2022,9
EMP1041,Mark Allen,21.0,male,Marketing,Manager,Human Resources,3,13337.0,46,416,30.0,11,14,10.0,5,3.0,2,2.0,3.0,3,Travel_Rarely,Divorced,17,Yes,18,5,1,4,No,2021-05-02,0.0,18-25,Very High,15+ yrs,2.3333333333333335,0,2021,5
EMP6163,Robert Harris,22.0,Female,IT,Marketing Specialist,Life Sciences,5,9828.0,51,131,22.0,0,17,31.0,1,3.0,2,4.0,3.0,3,Travel_Frequently,DIVORCED,4,Y,18,4,3,4,Yes,2010-05-16,1.0,18-25,High,15+ yrs,3.0,0,2010,5
EMP1587,Daniel Jackson,22.0,Male,Marketing,Research Scientist,Marketing,5,12187.0,46,750,5.0,6,6,20.0,1,3.0,1,2.0,3.0,1,Travel_Frequently,Divorced,25,Yes,22,3,0,3,No,2012-10-05,0.0,18-25,Very High,4–7 yrs,2.0,0,2012,10
EMP4040,Nancy Wilson,45.0,M,Finance ,Financial Analyst,Medical,4,7693.0,72,301,6.0,7,7,25.0,4,2.0,4,2.0,3.0,3,Non-Travel,MARRIED,29,N,15,3,2,1,Yes,2024-09-21,1.0,36-45,High,4–7 yrs,2.6666666666666665,0,2024,9
EMP4123,Nancy Brown,47.0,f,Human Resources,Research Scientist,Marketing,2,7061.0,95,204,23.0,2,6,5.0,8,3.0,3,4.0,3.0,4,Travel_Frequently,Divorced,19,Yes,25,0,2,2,No,2013-12-22,0.0,46-60,High,15+ yrs,3.3333333333333335,0,2013,12
EMP5853,Patricia Allen,50.0,m,R&D,Sales Executive,Technical Degree,2,13435.0,83,188,6.0,5,2,1.0,2,2.0,2,2.0,3.0,2,Non-Travel,Married,10,No,25,5,2,3,No,2016-08-03,0.0,46-60,Very High,4–7 yrs,2.0,0,2016,8
EMP5407,Michael Martin,54.0,Male,Human Resources,Marketing Specialist,Marketing,2,4996.0,48,1252,31.0,1,10,31.0,6,2.0,4,2.0,3.0,1,Travel_Rarely,married,26,YES,14,1,2,3,No,2010-12-08,0.0,46-60,Medium,15+ yrs,2.6666666666666665,0,2010,12
EMP1397,Anthony Taylor,44.0,Male,Finance ,Laboratory Technician,Human Resources,5,13158.0,85,366,1.0,0,0,17.0,5,3.0,1,1.0,4.0,1,Non-Travel,Single,17,Yes,13,0,0,4,No,2010-02-28,0.0,36-45,Very High,<1 yr,1.6666666666666667,1,2010,2
EMP4401,William Miller,51.0,fEmale,it,Laboratory Technician,Other,2,16564.0,74,738,31.0,12,16,29.0,7,4.0,2,2.0,3.0,1,Non-Travel,Single,19,Yes,23,3,3,3,No,2011-10-17,0.0,46-60,Very High,15+ yrs,2.6666666666666665,0,2011,10
EMP3236,  Margaret Allen   ,26.0,Female,SALES,Manager,Life Sciences,5,13953.0,86,110,23.0,4,11,9.0,9,3.0,4,2.0,3.0,1,Travel_Rarely,Divorced,6,No,21,4,1,1,No,2021-07-15,0.0,26-35,Very High,15+ yrs,3.0,0,2021,7
EMP2238,Matthew Allen,31.0,Male,Marketing,Software Engineer,Life Sciences,2,16813.0,89,590,14.0,3,5,22.0,4,3.0,4,2.0,3.0,4,Travel_Rarely,Single,26,Yes,11,4,2,3,No,2023-11-28,0.0,26-35,Very High,8–15 yrs,3.0,0,2023,11
EMP2836,Thomas Jackson,49.0,female,H.R,Research Scientist,Marketing,3,13500.0,83,661,20.0,15,5,34.0,1,4.0,2,4.0,3.0,4,Travel_Frequently,DIVORCED,18,Yes,13,1,0,4,No,2022-02-18,0.0,46-60,Very High,15+ yrs,3.3333333333333335,0,2022,2
EMP1160,Barbara Taylor,22.0,Male,HR,Laboratory Technician,Technical Degree,4,12807.0,74,695,24.0,8,8,25.0,5,1.0,4,3.0,3.0,4,Non-Travel,Divorced,3,Yes,24,2,2,3,No,2022-11-28,0.0,18-25,Very High,15+ yrs,2.6666666666666665,0,2022,11
EMP4354,Patricia Thompson,37.0,Female,Finance,Director,Technical Degree,1,19066.0,98,343,19.0,18,2,27.0,1,1.0,3,1.0,3.0,4,Non-Travel,DIVORCED,8,Yes,24,1,0,3,Yes,2014-12-20,1.0,36-45,Very High,15+ yrs,1.6666666666666667,0,2014,12
EMP1163,  Mark Allen   ,56.0,Male,research and development,Laboratory Technician,Other,1,11241.0,87,1338,23.0,0,16,39.0,7,1.0,3,2.0,3.0,2,Non-Travel,Single,28,No,22,1,0,3,No,2022-11-19,0.0,46-60,Very High,15+ yrs,2.0,0,2022,11
EMP3885,Robert Garcia,43.0,Male,Research & Development,Operations Lead,Marketing,5,2200.0,73,604,34.0,18,14,22.0,3,4.0,2,3.0,4.0,1,Travel_Frequently,divorced,20,Yes,20,5,3,1,No,2020-03-28,0.0,36-45,Low,15+ yrs,3.0,0,2020,3
EMP8228,James Harris,33.0,Male,research and development,Director,Human Resources,3,11350.0,34,1220,20.0,4,16,19.0,1,1.0,4,2.0,3.0,3,Travel_Frequently,Married,7,No,14,3,3,3,No,2023-06-17,0.0,26-35,Very High,15+ yrs,2.3333333333333335,0,2023,6
EMP8523,Linda Johnson,42.0,Female,Research & Development ,Software Engineer,Technical Degree,3,18277.0,51,1153,26.0,14,13,27.0,5,4.0,2,4.0,3.0,3,Travel_Frequently,Single,29,Yes,12,2,2,2,No,2019-08-03,0.0,36-45,Very High,15+ yrs,3.3333333333333335,0,2019,8
